ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
217	1766	2	2	0.000000	18.519253	17.036806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
218	8	2	1	0.000000	28.375000	28.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
219	7	2	1	0.000000	27.285714	27.285714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
220	115	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
221	480	1	2	0.000000	14.522917	13.418750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
222	57	1	1	0.000000	14.228070	12.543860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
223	7478	2	2	0.000000	15.924044	14.582375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
224	92	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
225	250	2	0	0.000000	6.008000	5.848000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
226	2331	3	2	0.000000	13.562849	12.266409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
227	242	1	2	0.000000	30.413223	25.929752	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
228	70	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
229	324	2	2	0.000000	15.240741	12.919753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
230	77	1	1	0.000000	17.000000	15.051948	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
231	29	1	1	0.000000	9.103448	9.103448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
232	16	1	1	0.000000	11.125000	11.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
233	5814	2	3	0.000000	15.432233	14.114895	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
234	433	1	1	0.000000	15.836028	14.725173	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
235	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
236	9	2	2	0.000000	37.444444	22.222222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
237	3	1	1	0.000000	34.666667	17.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
238	2	1	1	0.000000	29.000000	14.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
239	2	2	2	0.000000	34.000000	16.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
240	4	1	1	0.000000	31.000000	13.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
241	14	2	1	0.000000	30.071429	28.642857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
242	1	1	1	0.000000	13.000000	13.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
243	5	1	2	0.000000	46.800000	32.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
244	5	2	2	0.000000	46.400000	31.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
245	2	1	2	0.000000	31.500000	14.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
246	5	2	2	0.000000	32.000000	22.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
247	42	1	1	0.000000	12.714286	10.904762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
248	14	1	1	0.000000	20.785714	20.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
249	8	1	2	0.000000	19.875000	17.875000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
250	7	1	2	0.000000	18.714286	16.714286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
251	2	1	2	0.000000	15.500000	14.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
252	27	2	1	0.000000	22.592593	22.592593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
253	2	1	1	0.000000	23.000000	23.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
254	8	1	2	0.000000	20.000000	19.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
255	667	2	2	0.000000	16.808096	15.662669	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
256	79	1	1	0.000000	21.734177	20.075949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
257	79	1	1	0.000000	20.670886	18.493671	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
258	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
259	79	1	1	0.000000	13.898734	11.721519	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
260	12	1	1	0.000000	17.666667	17.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
261	12	2	1	0.000000	24.666667	24.083333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
262	4	1	1	0.000000	12.000000	12.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
263	8	1	1	0.000000	11.500000	9.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
264	73	1	1	0.000000	1.164384	1.164384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
265	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
266	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
267	66	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
268	79	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
269	29	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
270	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
271	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
272	79	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
273	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
274	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
275	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
276	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
277	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
278	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
279	32	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
280	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
281	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
282	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
283	23	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
284	57	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
285	14	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
286	55	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
287	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
288	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
289	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
290	83	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
291	18	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
292	10	2	2	0.000000	28.300000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
293	1	1	1	0.000000	27.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
294	53	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
295	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
296	75	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
297	2	2	1	0.000000	93.500000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
298	23	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
299	66	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
300	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
301	50	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
302	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
303	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
304	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
305	412	2	2	0.000000	77.072816	68.718447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
306	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
307	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
308	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
309	44	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
310	77	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
311	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
312	98	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
313	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
314	42	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
315	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
